school,date,headline,author,url,Main topic,Section,Primary purpose,Scope,Student sources,Non-student sources,Controversial topics?,Dissenting voices (2+ opinions) (1=yes 2=maybe 3=no),Word count,Tags
Wayland SPN,2021-11-02,Boston Mayoral Race Breakdown,Lucy Grasso,https://waylandstudentpress.com/98423/news/boston-mayoral-race-breakdown/,Reactions to broader politics/events ,News,Inform,State/national/world,0,0,No,3,600,"Politics, profiles, voting"
Wayland SPN,2021-10-26,Breaking News: Junior class e-board postpones semiformal,Tess Alongi,https://waylandstudentpress.com/98206/news/breaking-news-junior-class-e-board-postpones-semiformal/,Community life,News,Inform,School,0,0,No,3,180,"Student life, social life, events, COVID"
Wayland SPN,2021-10-26,Fighting against time: WHS looks to prevent influence of future TikTok trends,Sophia Oppenheim,https://waylandstudentpress.com/98042/news/fighting-against-time-whs-looks-to-prevent-influence-of-future-tiktok-trends/,Socio-political issues and school culture,News,Promote discourse,School,1,2,Yes,2,770,"Student behavior, vandalism"
Wayland SPN,2021-10-11,Boston Marathon: A hallowed tradition makes a run in October,Emily Roberge,https://waylandstudentpress.com/97824/news/boston-marathon-a-hallowed-tradition-makes-a-run-in-october/,Reactions to broader politics/events ,News,Spread awareness,Local,0,3,No,3,847,"Sports, events, community involvement"
Wayland SPN,2021-10-08,WiFi dilemma continues to disrupt student learning,Selena Liu and Hallie Luo,https://waylandstudentpress.com/97608/news/wifi-dilemma-continues-to-disrupt-student-learning/,School policy/administration,News,Accountability,School,3,1,No,2,617,"Student leaning, internet, technology"
Wayland SPN,2021-10-07,That’s a WRAP on Zoom: WRAP students return to WHS for the 2021-2022 school year,Nina Wilson,https://waylandstudentpress.com/97738/news/thats-a-wrap-on-zoom-wrap-students-return-to-whs-for-the-2021-2022-school-year/,Community life,News,Spread awareness,School,2,0,No,2,602,"Distance learning, remote learning, COVID, student learning"
Wayland SPN,2021-10-06,MCAS: The Past,Sophia Oppenheim,https://waylandstudentpress.com/97554/news/mcas-the-past/,School policy/administration,News,Spread awareness,School,0,3,No,3,539,"Testing, assessments"
Wayland SPN,2021-10-06,MCAS: The Future,Tess Alongi,https://waylandstudentpress.com/97547/news/mcas-the-future/,School policy/administration,News,Spread awareness,School,0,3,No,3,587,"Testing, assessments"
Wayland SPN,2021-10-06,MCAS: The Present,Delia Caulfield,https://waylandstudentpress.com/97566/news/mcas-the-present/,School policy/administration,News,Promote discourse,School,1,3,Yes,2,814,"Testing, assessments, school image, public image"
Wayland SPN,2021-09-28,Wayland Turf Wars: Oct. special town meeting,Tess Alongi,https://waylandstudentpress.com/97256/news/wayland-turf-wars-october-special-town-meeting/,Reactions to broader politics/events ,News,Promote discourse,Local,0,4,No,1,1807,"Infrastructure, health, health hazard, toxins"
Wayland SPN,2021-09-22,Natick Days festival draws protest,Genevieve Morrison,https://waylandstudentpress.com/97235/news/natick-days-festival-draws-protest/,Reactions to broader politics/events ,News,Promote discourse,Local,0,2,Yes,2,506,"Politics, protest, violence, gender, race"
Wayland SPN,2021-09-21,MOTS: Meet the New WHS Staff,"Tess Alongi, Lucy Grasso, Nina Wilson, Penelope Biddle, Hallie Luo, and Selena Liu",https://waylandstudentpress.com/97202/uncategorized/mots-meet-the-new-whs-staff/,Community life,News,Spread awareness,School,0,2,No,3,2098,"Faculty, teachers, profiles"
Wayland SPN,2021-09-21,Statewide Bus Crisis Causes Late Arrivals,Sophia Oppenheim,https://waylandstudentpress.com/97231/news/statewide-bus-crisis-causes-late-arrivals/,School policy/administration,News,Promote discourse,School,3,0,No,2,753,"Bus, transporation, hiring issues, staff shortage, scheudle"
Wayland SPN,2021-09-15,Popular TikTok trend “devious licks” causes destruction in school bathrooms,"Garrett Spooner, Jonathan Zhang, and Taylor McGuire",https://waylandstudentpress.com/97160/news/popular-tiktok-trend-devious-licks-causes-destruction-in-school-bathrooms/,Socio-political issues and school culture,News,Accountability,School,1,1,Yes,2,205,"Vandalism, student behavior, discipline, misbehavior"
Wayland SPN,2021-09-14,The class of 2022 tackles senior year and the college preparation process,Delia Caulfield,https://waylandstudentpress.com/97104/uncategorized/the-class-of-2022-tackles-senior-year-and-the-college-preparation-process/,Community life,News,Spread awareness,School,5,0,No,3,982,"College, student life, social life"
Wayland SPN,2021-09-03,WHS students stay busy over the summer,Sophia Oppenheim,https://waylandstudentpress.com/96765/news/whs-students-stay-busy-over-the-summer/,Community life,News,Spread awareness,School,4,0,No,3,760,"Local business, employment, student jobs"
Wayland SPN,2021-09-01,Traveling during a COVID-19 summer: Year two,Tess Alongi,https://waylandstudentpress.com/96746/news/traveling-during-a-covid-19-summer-year-two/,Community life,News,Spread awareness,School,3,0,No,3,575,"Social life, travel, COVID, student life"
The Tower,2021-12-20,Giving back in the Holiday season,"Annamaria Garbeding, Staff Writer",https://thetowerpulse.net/35795/news/giving-back-in-the-holiday-season/,Community life,News,Spread awareness,Local,2,1,No,3,423,"Community involvement, fundraising, events"
The Tower,2021-12-10,Breaking: South’s varsity football coach resigns,"Jane Kuhnlein '23, Page Editor",https://thetowerpulse.net/35752/featured-content/breaking-souths-varsity-football-coach-resigns/,Community life,News,Inform,School,0,1,Yes,3,328,"Faculty, resignation"
The Tower,2021-12-08,Adopt-A-Family fundraiser continues at South,"Grace Wininger '23, Copy Editor",https://thetowerpulse.net/35738/news/adopt-a-family-fundraiser-continues-at-south/,Community life,News,Spread awareness,School,2,1,No,3,424,"Community involvement, fundraising, events"
The Tower,2021-11-19,Grosse Pointe Park election recap,"Jacob Ashkar '23, Photographer",https://thetowerpulse.net/35594/news/gpp-election-recap/,Reactions to broader politics/events ,News,Inform,Local,0,3,No,3,479,"Local politics, election, voting"
The Tower,2021-11-16,Publishing Inclusivity: Grosse Pointe PFLAG chapter donates LGBTQ+ featured books to local libraries,"Lydia McNanney '23, Business Manager",https://thetowerpulse.net/35618/news/publishing-inclusivity-grosse-pointe-pflag-chapter-donates-lgbtq-featured-books-to-local-libraries/,Socio-political issues and school culture,News,Spread awareness,Local,0,2,No,3,427,"Gender, sexuality, LGBTQ+, inclusion"
The Tower,2021-11-15,New coffee shop offering a place for students to study,"Chloe Polizzi '23, Staff Writer",https://thetowerpulse.net/35598/news/new-coffee-shop-offering-place-for-students-to-study/,Community life,News,Spread awareness,Local,2,1,No,3,392,"Local business, student life"
The Tower,2021-10-21,Staffing shortage: South struggles to hire,"Jane VanSyckle , Staff Writer",https://thetowerpulse.net/35382/news/staffing-shortage-south-struggles-to-hire/,School policy/administration,News,Promote discourse,School,0,3,Yes,2,514,"Hiring issues, faculty, hiring, staff shortage, COVID"
The Tower,2021-10-14,The “Maine” idea of production,"Lydia McNanney , Business Manager",https://thetowerpulse.net/35350/news/the-maine-idea-of-production/,Community life,News,Spread awareness,School,2,1,No,3,438,"Arts, extracurrulars, events"
The Tower,2021-10-08,Haunted Garage reopens October 8,"Anamaria Garberding '23, Staff Writer",https://thetowerpulse.net/35456/news/haunted-garage-reopens-october-8th/,Community life,News,Spread awareness,Local,0,1,No,3,275,"Local business, events"
The Tower,2021-10-04,There’s no place like HOCO,"Maddie Kitchen '24, Copy Editor",https://thetowerpulse.net/35262/news/theres-no-place-like-hoco/,Community life,News,Spread awareness,School,1,2,No,3,426,"Student life, student social life, student government, homecoming, school spirit"
The Tower,2021-09-28,War Memorial experiences lasting effects of June floods,Anna Guylas '23 and Anna Czech '23,https://thetowerpulse.net/35242/news/war-memorial-experiences-lasting-effects-of-june-floods/,School policy/administration,News,Spread awareness,School,1,2,No,3,641,"Infrastucture, water damage, damage"
The Tower,2021-09-24,"All the bells and whistles, South undergoes new renovations",Becca Koch '22 and Natalie Lemmen '24,https://thetowerpulse.net/35193/news/all-the-bells-and-whistles-south-undergoes-new-renovations/,School policy/administration,News,Spread awareness,School,1,1,No,3,429,"Infrastucture, renovation, building, school finance, COVID"
The Tower,2021-09-23,Parking problems present issues for underclassmen,"Chloe Polizzi '23, Staff Writer",https://thetowerpulse.net/35233/news/parking-problems-present-issues-for-underclassmen/,School policy/administration,News,Promote discourse,School,4,0,No,1,447,"Transportation, parking, student criticism"
The Tower,2021-09-21,Floating through class float parties,"Julia Kado , Staff Writer",https://thetowerpulse.net/35208/news/floating-through-class-float-parties/,Community life,News,Spread awareness,School,2,0,No,3,685,"Student life, student social life, homecoming, school spirit"
The Tower,2021-09-20,Blue is back,"Jacob Ashkar '23, Photographer",https://thetowerpulse.net/35179/news/blue-is-back/,Community life,News,Spread awareness,School,2,1,No,3,432,"School spirit, sports, extracurriculars"
Knight Errant,2021-12-17,Teachers and students build positivity by expressing gratitude,"Aidan Marks, Writer",https://bsmknighterrant.org/2021/12/17/teachers-and-students-build-positivity-by-expressing-gratitude/,Community life,News,Spread awarenesss,School,0,1,No,3,355,"Student life, school culture, community"
Knight Errant,2021-12-13,NEW NHS members are successfully inducted,"Tilly Wolfe, Staff Writer",https://bsmknighterrant.org/2021/12/13/new-nhs-members-are-successfully-inducted/,Community life,News,Spread awarenesss,School,0,1,No,3,360,"Student life, academics, awards"
Knight Errant,2021-12-10,BSM enjoys a week full of fun through “December to Remember”,"Riley Weedman, Cassi Gonyea, and Mary Zavoral",https://bsmknighterrant.org/2021/12/10/bsm-enjoys-a-week-full-of-fun-through-december-to-remember/,Community life,News,Spread awarenesss,School,4,0,No,3,574,"COVID, student life, pandemic, student government, school culture"
Knight Errant,2021-12-09,Meet BSM’s 2021 Grand Knights,"Kaia Ballinger, Staff Writer",https://bsmknighterrant.org/2021/12/09/meet-bsms-2021-grand-knights/,Community life,News,Spread awarenesss,School,3,0,No,3,636,"Student life, student government, school culture, awards"
Knight Errant,2021-12-08,BSM holds another successful blood drive,"Lindsey Layton, Staff Writer",https://bsmknighterrant.org/2021/12/08/bsm-holds-another-successful-blood-drive/,Community life,News,Inform,School,0,0,No,3,285,"Community, service journalism, blood drive"
Knight Errant,2021-12-02,BSM implements mask mandate in response to uptick in COVID-19 cases and exposures,"Megan Cornell, Editor",https://bsmknighterrant.org/2021/12/02/bsm-implements-mask-mandate-in-response-to-uptick-in-covid-19-cases-and-exposures/,School policy/administration,News,Inform,School,0,2,Yes,3,472,"COVID, mask, mask mandate, vaccination, case count, school policy"
Knight Errant,2021-11-24,BSM faculty and staff have started to receive their COVID-19 booster shots,"Megan Cornell, Editor",https://bsmknighterrant.org/2021/11/24/bsm-faculty-and-staff-have-started-to-receive-their-covid-19-booster-shots/,School policy/administration,News,Promote discourse,School,0,2,Yes,2,387,"COVID, vaccination"
Knight Errant,2021-11-23,Tradition of the Thanksgiving Interfaith Service remains strong even in the midst of covid,"Sadie Witterschein, Staff Writer",https://bsmknighterrant.org/2021/11/23/tradition-of-the-thanksgiving-interfaith-service-remains-strong-even-in-the-midst-of-covid/,Community life,News,Spread awarenesss,School,1,1,Yes,2,231,"COVID, religion, student life"
Knight Errant,2021-11-19,BSM Hosts the 16th annual Catholic Jamboree with a special cause in mind,"Mary Koby, Editor",https://bsmknighterrant.org/2021/11/19/bsm-hosts-the-16th-annual-catholic-jamboree-with-a-special-cause-in-mind/,Community life,News,Spread awarenesss,School,2,0,No,3,417,"Student life, club, extracuricular, religion"
Knight Errant,2021-11-17,"Minnesota and BSM, alike, are in the pits of another Covid-19 spike","Leighton Scott, Staff Writer",https://bsmknighterrant.org/2021/11/17/minnesota-and-bsm-alike-are-in-the-pits-of-another-covid-19-spike/,School policy/administration,News,Inform,School,0,1,Yes,3,429,"COVID, covid cases, case count, vaccine"
Knight Errant,2021-11-17,BSM celebrates 11 student-athletes recognized on signing day,"Lindsey Layton, Staff Writer",https://bsmknighterrant.org/2021/11/17/bsm-celebrates-11-student-athletes-recognized-on-signing-day/,Community life,News,Spread awareness,School,3,0,No,3,341,"Student life, sports, college"
Knight Errant,2021-11-17,BSM’s fall religion retreat is back after six years,"Cameron Gelling, Staff Writer",https://bsmknighterrant.org/2021/11/17/bsms-fall-religion-retreat-is-back-after-six-years/,Community life,News,Spread awareness,School,1,1,No,2,420,"Student life, religion"
Knight Errant,2021-11-16,mr. becker wins class 6AA head volleyball coach of the year,"Audrey Weber, Editor-In-Chief",https://bsmknighterrant.org/2021/11/16/mr-becker-wins-class-6aa-head-volleyball-coach-of-the-year/,Community life,News,Spread awareness,School,0,1,No,3,459,"Community life, awards, faculty, sports"
Knight Errant,2021-11-11,BSM gala provides fun and funding,"Mary Koby, Editor",https://bsmknighterrant.org/2021/11/11/bsm-gala-provides-fun-and-funding/,Community life,News,Spread awareness,School,0,1,No,3,525,"Student life, fundraising, community"
Knight Errant,2021-11-10,Ms. Olson Wins 5AA Sectional Assistant soccer Coach of the Year,"Fiona Lynch, Staff Writer",https://bsmknighterrant.org/2021/11/10/ms-olson-wins-5aa-sectional-assistant-soccer-coach-of-the-year/,Community life,News,Spread awareness,School,1,1,,3,361,"Community life, awards, faculty, sports"
Knight Errant,2021-11-09,BSM’s newest ‘Dungeons and Dragons’ club,"Colin Strauss, Staff Writer",https://bsmknighterrant.org/2021/11/09/bsms-newest-dungeons-and-dragons-club/,Community life,News,Spread awareness,School,2,0,No,3,621,"Student life, club, extracurricular"
